Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
Alex_H_CH7_aaf2032f		(Looking over the edge of the roof, I see the cold, hard concrete ground below us.)	game/script_hong.rpy	822	"[what]"
Alex_H_CH7_497d848e	hong	Alright, see you on the other side.	game/script_hong.rpy	823	hong "[what]"
Alex_H_CH7_3ba2ec64		(I knew what was going to happen, but as if hypnotized, I did not run away.)	game/script_hong.rpy	824	"[what]"
Alex_H_CH7_53af2cec		(With a hard shove from behind, I found my body falling forward and I was subjected to freefall.)	game/script_hong.rpy	825	"[what]"
Alex_H_CH7_a7072e97		The concrete ground was fast approaching, yet I could do nothing to stop it.)	game/script_hong.rpy	826	"[what]"
Alex_H_CH7_b31afc5c		(A piercing scream followed by a loud splat was heard around the schoolyard. People who ran over to survey the noise were greeted by two piles of mutated flesh.)	game/script_hong.rpy	828	"[what]"
Alex_H_CH7_a9876504		(In the distance Alex B was seem grinning maniacally, seemlingly enjoying the show.)	game/script_hong.rpy	829	"[what]"
Alex_H_CH7_35e01026		(My words seemed to strike him because he was off guard.)	game/script_hong.rpy	838	"[what]"
Alex_H_CH7_1c63a13f		(While he's distracted, I quickly pull him away from the edge to a safer location on the roof.)	game/script_hong.rpy	839	"[what]"
Alex_H_CH7_3e76fa46		(Tears begin streaming down his face as soon as I set him down. It seems the realization finally hits him.)	game/script_hong.rpy	840	"[what]"
Alex_H_CH7_d18b8f07	hong	Sorry [you], I...	game/script_hong.rpy	841	hong "[what]"
Alex_H_CH7_7b6de905	you	Don’t talk yet. Calm yourself first, and get yourself to a better location. Then, you are obligated to tell me all about what happened.	game/script_hong.rpy	842	you "[what]"
Alex_H_CH7_d6ab19da	hong	Ok...	game/script_hong.rpy	843	hong "[what]"
Alex_H_CH7_7091a346		(We leave the rooftop and arrive at the third floor elevator. Alex H takes a seat on the wooden benches.)	game/script_hong.rpy	846	"[what]"
Alex_H_CH7_4aa3b1d0		(After the crying halted, he finally looks up and his eyes are filled with sadness and anguish.)	game/script_hong.rpy	847	"[what]"
Alex_H_CH7_dd73a7ca	you	So, what caused you so much grief that you were going to ascend purgatory?	game/script_hong.rpy	848	you "[what]"
Alex_H_CH7_2db0c3fe	hong	Alright, I’ll talk a bit about myself then...	game/script_hong.rpy	849	hong "[what]"
Alex_H_CH8_98416091	hong	My parents were always strict with me and often comapred me to my cousin. They trained me as a child in order to be someone successful in the future.	game/script_hong.rpy	858	hong "[what]"
Alex_H_CH8_530aa2d8	young_hong	Mother, may I go outside and play with my friends?	game/script_hong.rpy	862	young_hong "[what]"
Alex_H_CH8_38f21e3b	hong_mom	No, stay inside and finish your assigned work. Then read “The Outsiders.” After that you must practice piano for another hour.	game/script_hong.rpy	863	hong_mom "[what]"
Alex_H_CH8_7f1c4bad	hong_mom	Get to it right now!	game/script_hong.rpy	864	hong_mom "[what]"
Alex_H_CH8_15301bfa	young_hong	Yes, mother.	game/script_hong.rpy	865	young_hong "[what]"
Alex_H_CH8_2de2bba3	hong_dad	Alex! What did you get on your recent Math test?	game/script_hong.rpy	870	hong_dad "[what]"
Alex_H_CH8_7a6380d6	hong	I got a 98, father.	game/script_hong.rpy	871	hong "[what]"
Alex_H_CH8_8f6e928b	hong_dad	WHY NOT GET 100? WHAT HAPPENED TO THE EXTRA 2 PERCENT? YOU ATE IT DIDN’T YOU! THAT’S WHY YOU'RE SO FAT AND USELESS!)	game/script_hong.rpy	872	hong_dad "[what]"
Alex_H_CH8_cfc399bc	hong_dad	THAT’S IT, I’M ENROLLING YOU IN KUMON!	game/script_hong.rpy	873	hong_dad "[what]"
Alex_H_CH8_b5725c9c	hong	Yes father...	game/script_hong.rpy	874	hong "[what]"
Alex_H_CH8_5aead3f5	hong	{i} I really need to impress my parents, and lose some weight. {i}	game/script_hong.rpy	875	hong "[what]"
Alex_H_CH8_c14a5e60	hong_mom	Alex! Why are you so useless! Why can’t you be like your cousin Timmy?	game/script_hong.rpy	880	hong_mom "[what]"
Alex_H_CH8_e47484a7	hong_mom	He got school highest score, valedictorian AND got into the best pre-med program in the country!	game/script_hong.rpy	881	hong_mom "[what]"
Alex_H_CH8_1e5906b3	hong_mom	What are you? Co-President of the what? Pop Can Recycling Club? Why can’t you be as smart as your cousin? If I knew you would be a failure I would’ve swallowed you back then!	game/script_hong.rpy	882	hong_mom "[what]"
Alex_H_CH8_6adaf176	hong	Yes, Mother.	game/script_hong.rpy	883	hong "[what]"
Alex_H_CH8_a5277659	hong_mom	Here, here’s a mirror.	game/script_hong.rpy	884	hong_mom "[what]"
Alex_H_CH8_239a4a79	hong	Okay...why?	game/script_hong.rpy	885	hong "[what]"
Alex_H_CH8_a9c1d5b7	hong_mom	So you can see how DUMB you look. Go back to your room!	game/script_hong.rpy	886	hong_mom "[what]"
Alex_H_CH8_1ff4c319	hong	And thus, my parents raised me to be a Stakhanovite worker relating to academics.	game/script_hong.rpy	890	hong "[what]"
Alex_H_CH8_322418b5	hong	That treatment has boosted my grades, but as you can see, made me a failure at everything else.	game/script_hong.rpy	891	hong "[what]"
Alex_H_CH8_772f41c9	you	Don’t call yourself that, you’re not a failure.	game/script_hong.rpy	892	you "[what]"
Alex_H_CH8_4a2ca800	hong	So, prior to my last Calculus test, my parents had gotten quite enough of me, and were on the verge of sending me away to my grandparents back in Korea.	game/script_hong.rpy	895	hong "[what]"
Alex_H_CH8_9f07070c	hong	The education system there’s drastically different, and I’d need to go a few grades back to integrate into their school programs, for even a chance to do well on CSAT.	game/script_hong.rpy	897	hong "[what]"
Alex_H_CH8_fa768543	hong	Of course, I want to stay here. So I told them that if I can get above 95 on my next Calculus exam, I'll be able to stay here and they'll loosen their control over my life.	game/script_hong.rpy	898	hong "[what]"
Alex_H_CH8_bfaf4dc1	hong	If not, I would have to go back and suffer in Korea.	game/script_hong.rpy	899	hong "[what]"
Alex_H_CH8_fab7abd3	you	And, from your actions, I’m assuming you didn’t do well?	game/script_hong.rpy	900	you "[what]"
Alex_H_CH8_14e83963	hong	Not even, I got an 82. Not even an A, not even a PASS in my parents’ eyes. When they asked me, I couldn’t lie, they know everything. I told them about my 82.	game/script_hong.rpy	901	hong "[what]"
Alex_H_CH8_89974e19	you	And they told you to leave?	game/script_hong.rpy	902	you "[what]"
Alex_H_CH8_7bd441ad	hong	They revealed they knew I would fail, and had prepared a flight beforehand. It is supposed to leave tomorrow night. I didn’t want to go, so I...	game/script_hong.rpy	903	hong "[what]"
Alex_H_CH8_d676db80		(Alex H stopped his words, as tears began to well inside his eyes once more.)	game/script_hong.rpy	904	"[what]"
Alex_H_CH8_5303a023	you	So you decided that stepping off the edge of the earth was your best solution?	game/script_hong.rpy	905	you "[what]"
Alex_H_CH8_276d0439	hong	Yeah...	game/script_hong.rpy	906	hong "[what]"
Alex_H_CH8_54d92ff3		(An awkward silence gathers between us once more, as I decided not to say what I really wanted to say.)	game/script_hong.rpy	907	"[what]"
Alex_H_CH8_fb65adfb	hong	This morning they were reluctant to let me leave. I told them I would be out buying some souvenirs for my grandparents and they finally let me go. I don’t ever want to go back to Korea.	game/script_hong.rpy	908	hong "[what]"
Alex_H_CH8_9afde0b0		(I slowly pull Alex H into an embrace while patting his head as he slowly breaks down in tears.)	game/script_hong.rpy	909	"[what]"
Alex_H_CH8_0f105006	you	{i}Poor guy, having that much pressure mounted on you and being compared to your successful cousin eventually WILL take a toll on someone. I’m just glad I stopped him before he went too far.{i}	game/script_hong.rpy	910	you "[what]"
Alex_H_CH8_124298e4	you	So, if it’s alright with me asking, how do you want to proceed from here on?	game/script_hong.rpy	911	you "[what]"
Alex_H_CH8_2dca27b9		(Alex H slowly looks up at me with a confused expression.)	game/script_hong.rpy	912	"[what]"
Alex_H_CH8_b046f627	you	Do you want to run away from home? Or do you want to confront your parents and ask them to give you another chance?	game/script_hong.rpy	913	you "[what]"
Alex_H_CH8_c2222e76	hong	...	game/script_hong.rpy	914	hong "[what]"
Alex_H_CH8_e8d633c2	you	Think carefully, this decision will impact our actions and future drastically.	game/script_hong.rpy	915	you "[what]"
Alex_H_CH8_ca8102ba		(After a long pause, Alex H finally reaches an answer, and nods.)	game/script_hong.rpy	916	"[what]"
Alex_H_CH8_68a554f1	hong	As fun as running away might sound, I want to live a normal high school teenage life. I’m not ready to live by myself, on the run yet.	game/script_hong.rpy	917	hong "[what]"
Alex_H_CH8_9b743871	you	Okay, so you want to convince your parents to give you another chance. Any ideas for that yet?	game/script_hong.rpy	918	you "[what]"
Alex_H_CH8_265642b2	hong	No, not yet. I really don’t know. What if I do as bad on the second test?	game/script_hong.rpy	919	hong "[what]"
Alex_H_CH8_98abb895	you	Don’t worry, now that I know your situation, I’ll help you study Calculus. Back in my old school I was the top math student, and won all sorts of competitions!	game/script_hong.rpy	920	you "[what]"
Alex_H_CH8_8273cd25	hong	Are you sure? I’ve heard others from the school talk about how you were struggling in this and that.	game/script_hong.rpy	921	hong "[what]"
Alex_H_CH8_83f97ea0	you	Look, do lions ever concern themselves with the opinions of sheep? Do they? Of course not. So do you want my help or not?	game/script_hong.rpy	922	you "[what]"
Alex_H_CH8_e39d0aab		(With a menacing gaze, I stare at Alex H. He seems both surprised, frightened, and excited at the same time. I reach my hand out, waiting for him to accept it.)	game/script_hong.rpy	923	"[what]"
Alex_H_CH8_4a60a801		(Alex H looks down at my outstretched hand, then up at me. After a while, he looks back at me, then firmly shakes my hand.)	game/script_hong.rpy	924	"[what]"
Alex_H_CH8_9ab8ceab	you	Good choice. Now it’s time to get you to 100.	game/script_hong.rpy	925	you "[what]"
Alex_H_CH9_81f655f1	hong	Um... about the other day. Thanks for saving me.	game/script_hong.rpy	938	hong "[what]"
Alex_H_CH9_029413b0	you	Don’t worry about it, what’s up?	game/script_hong.rpy	939	you "[what]"
Alex_H_CH9_017d1871	hong	They decided to give me one more chance, but this time they raised the bar.	game/script_hong.rpy	941	hong "[what]"
Alex_H_CH9_07b9b973	you	So you’re telling me...	game/script_hong.rpy	942	you "[what]"
Alex_H_CH9_6ecf03b0	hong	Yes, I must get 100 on my next calculus test. No exceptions	game/script_hong.rpy	943	hong "[what]"
Alex_H_CH9_9057b4e2	you	Well, guess I’ll make sure you get 110 then.	game/script_hong.rpy	944	you "[what]"
Alex_H_CH9_e2e5ca5e	hong	Please do.	game/script_hong.rpy	945	hong "[what]"
Alex_H_CH9_58ff46a4		(I enter the library carrying 2 calculus workbooks and stack it on top of the 2 I already have on the table.)	game/script_hong.rpy	949	"[what]"
Alex_H_CH9_b80bcfcc		(Alex looks at me in disbelief.)	game/script_hong.rpy	951	"[what]"
Alex_H_CH9_c2222e76	hong	...	game/script_hong.rpy	952	hong "[what]"
Alex_H_CH9_6f1c2b4c	you	Unless you want to be deported back to Korea you better stay studying!	game/script_hong.rpy	955	you "[what]"
Alex_H_CH9_c9b44dc3	hong	Damn, aren’t you so harsh.	game/script_hong.rpy	956	hong "[what]"
Alex_H_CH9_1989faaf	you	I’m being realistic here. When’s your test?	game/script_hong.rpy	957	you "[what]"
Alex_H_CH9_d78155f6	hong	Next Friday, it’s on Derivatives.	game/script_hong.rpy	958	hong "[what]"
Alex_H_CH9_f5c20cca	you	Alright then, by next Friday I’ll train you until you can solve every related rates problem in the textbook blindfolded.	game/script_hong.rpy	959	you "[what]"
Alex_H_CH9_2ba65d1e		(Alex H chuckles ats me and continues his work.)	game/script_hong.rpy	960	"[what]"
Alex_H_CH9_0dd662f5	you	So you want to study this first...	game/script_hong.rpy	961	you "[what]"
Alex_H_CH9_a7b8c4ef		(At last, the day of the dreaded test arrives. I walk with Alex H to the math classroom, where he, for the millionth time, checked for his graphing calculator.)	game/script_hong.rpy	963	"[what]"
Alex_H_CH9_8e3a1b7a		(This was it, his lifesaver, the test that will determine his future.)	game/script_hong.rpy	964	"[what]"
Alex_H_CH9_0d287766	hong	Well [you], I’m going to go in now. Wish me luck!	game/script_hong.rpy	966	hong "[what]"
Alex_H_CH9_8a947706	you	Good luck! You’ve got this! Don’t forget what you’re fighting for!	game/script_hong.rpy	967	you "[what]"
Alex_H_CH9_2bbe04ce		(I watch Alex H walk into the math classroom, in preparation of his test. As I begin heading back, I hear him call me back.)	game/script_hong.rpy	968	"[what]"
Alex_H_CH9_79d18e33	you	Do you need anything?	game/script_hong.rpy	969	you "[what]"
Alex_H_CH9_5b2d851f		(Alex H comes up to me and embraces me in a tight hug.)	game/script_hong.rpy	971	"[what]"
Alex_H_CH9_12eb64d8	hong	Thank you so much.	game/script_hong.rpy	972	hong "[what]"
Alex_H_CH9_ecf847d9	you	Don’t mention it, once you ace this test you’re paying for my therapist bills though!	game/script_hong.rpy	973	you "[what]"
Alex_H_CH9_b08ffe5c	hong	Hahaha, you’re so funny. I’m off then!	game/script_hong.rpy	974	hong "[what]"
Alex_H_CH9_96983213	you	I’ll be in the library waiting for the good news!	game/script_hong.rpy	975	you "[what]"
Alex_H_CH9_8821e23f		(I watch him disappear inside the classroom, and I slowly make my way to the library, praying for Alex's freedom from mundane matters.)	game/script_hong.rpy	976	"[what]"
Alex_H_CH9_c5544160		(After a long, brutal ninety minutes of waiting, he finally finished the test. I greet him as he entered the library.)	game/script_hong.rpy	978	"[what]"
Alex_H_CH9_df07ce41	you	How’d it go?	game/script_hong.rpy	979	you "[what]"
Alex_H_CH9_96193e9a	hong	I think it went decent, I solved every question with ease, and triple checked each answer. It’s all up to the heavens to decide now.	game/script_hong.rpy	980	hong "[what]"
Alex_H_CH9_5b07b8e1		 (We had found out from a classmate that test marks were out, and were now extremely anxious for the results.)	game/script_hong.rpy	983	"[what]"
Alex_H_CH9_1828fedf		(The question remains: upon reading the test mark, will we be greeted by salvation or tragedy?)	game/script_hong.rpy	984	"[what]"
Alex_H_CH9_bd1340cf	hong	Well, we’re here.	game/script_hong.rpy	986	hong "[what]"
Alex_H_CH9_189debfe		(Alex walks in to his math classroom while I patiently wait. Inside, I can hear some chatter, but can make nothing of it. After a few minutes, Alex walks out with an unreadable expression.)	game/script_hong.rpy	987	"[what]"
Alex_H_CH9_15960848	you	So, how was it?	game/script_hong.rpy	988	you "[what]"
Alex_H_CH9_8f2b3329		(Alex lifted up his test paper and showed me his test, and pointed to his mark.)	game/script_hong.rpy	989	"[what]"
Alex_H_CH9_76ce48ab		(At the top of the page in red and bold was a perfect score of 100!)	game/script_hong.rpy	990	"[what]"
Alex_H_CH9_9eb8d27e	you	LET’S GO! YOU’RE NOT GETTING DEPORTED!	game/script_hong.rpy	991	you "[what]"
Alex_H_CH9_1714d031	hong	I know! After getting the news, I immediately notified my parents. I don’t need to go back and they say they’ll give me more freedom over my life!	game/script_hong.rpy	992	hong "[what]"
Alex_H_CH9_50e1aa92	you	CONGRATS!	game/script_hong.rpy	993	you "[what]"
Alex_H_CH9_ca2d9a7a		(I open my arms for an embrace, but Alex H had other ideas. Swiftly, he leaned his head over and kissed me. This time, it was surely no mistake, or accident, but an act of love.)	game/script_hong.rpy	994	"[what]"
Alex_H_CH9_dc77c571	hong	So... how much do I owe you for that therapist?	game/script_hong.rpy	995	hong "[what]"
Alex_H_CH9_760bca03	you	You owe me the rest of your life.	game/script_hong.rpy	996	you "[what]"
